"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AR465","M48","NRS1","P10","R50","V521"
"sbcC","","Nuclease SbcCD subunit C","6","6","1","1","2864","","","","3029","3029","3029","AR465_02313","M48_01344","NRS1_01996","P10_01256","R50_01266","V521_01390"
"group_651","","hypothetical protein","6","6","1","1","2870","","","","236","236","236","AR465_02319","M48_01338","NRS1_02002","P10_01250","R50_01260","V521_01384"
"desK","","hypothetical protein","6","6","1","1","2890","","","","665","1091","1020","AR465_02339","M48_01319","NRS1_02021","P10_01231","R50_01241","V521_01365"
"group_656","","hypothetical protein","6","6","1","1","2911","","","","89","128","115","AR465_02353","M48_01298","NRS1_02036","P10_01230","R50_01223","V521_01349"
"hflX","","GTPase HflX","6","6","1","1","2915","","","","1160","1238","1225","AR465_02357","M48_01294","NRS1_02040","P10_01226","R50_01219","V521_01345"
"group_658","","Monoacylglycerol lipase","6","6","1","1","2919","","","","788","917","895","AR465_02361","M48_01290","NRS1_02044","P10_01222","R50_01215","V521_01341"
"rnj2","","Ribonuclease J 2","6","6","1","1","2945","","","","1673","1724","1681","AR465_02387","M48_01264","NRS1_02070","P10_01196","R50_01189","V521_01314"
"rnhB","","Ribonuclease HII","6","6","1","1","2978","","","","710","767","757","AR465_02419","M48_01233","NRS1_02101","P10_01165","R50_01158","V521_01282"
"fapR","","Transcription factor FapR","6","6","1","1","2994","","","","557","572","562","AR465_02435","M48_01217","NRS1_02117","P10_01149","R50_01142","V521_01266"
"divIB","","Cell division protein DivIB","6","6","1","1","3039","","","","1319","1319","1319","AR465_02479","M48_01172","NRS1_02161","P10_01105","R50_01098","V521_01221"
"group_664","","hypothetical protein","6","6","1","1","3065","","","","185","185","185","AR465_02506","M48_01147","NRS1_02188","P10_01079","R50_01072","V521_01194"
"flr","","FPRL1 inhibitory protein","6","6","1","1","3069","","","","401","401","401","AR465_02511","M48_01143","NRS1_02193","P10_01075","R50_01068","V521_01190"
"group_666","","hypothetical protein","6","6","1","1","3070","","","","329","329","329","AR465_02512","M48_01142","NRS1_02194","P10_01074","R50_01067","V521_01189"
"rnhC","","Ribonuclease HIII","6","6","1","1","3083","","","","938","938","938","AR465_02525","M48_01129","NRS1_02207","P10_01061","R50_01054","V521_01176"
"isdB","","Iron-regulated surface determinant protein B","6","6","1","1","3094","","","","1892","1937","1929","AR465_02536","M48_01118","NRS1_02218","P10_01050","R50_01043","V521_01165"
"group_669","","hypothetical protein","6","6","1","1","3102","","","","857","926","914","AR465_02544","M48_01110","NRS1_02226","P10_00977","R50_01035","V521_01157"
"purN","","Phosphoribosylglycinamide formyltransferase","6","6","1","1","3150","","","","566","566","566","AR465_02591","M48_01064","NRS1_02273","P10_00930","R50_00988","V521_01110"
"sspA","","Glutamyl endopeptidase","6","6","1","1","3175","","","","1010","1082","1028","AR465_02615","M48_01041","NRS1_02297","P10_00907","R50_00965","V521_01086"
"menH","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","6","6","1","1","3179","","","","803","803","803","AR465_02619","M48_01037","NRS1_02301","P10_00903","R50_00961","V521_01082"
"group_673","","hypothetical protein","6","6","1","1","3193","","","","1964","1964","1964","AR465_02631","M48_01023","NRS1_02313","P10_00889","R50_00949","V521_01068"
"oppF_2","","Oligopeptide transport ATP-binding protein OppF","6","6","1","1","3229","","","","980","980","980","AR465_02669","M48_00984","NRS1_02351","P10_00850","R50_00911","V521_01029"
"group_675","","hypothetical protein","6","6","1","1","3245","","","","1118","1121","1119","AR465_02683","M48_00970","NRS1_02365","P10_00836","R50_00897","V521_01014"
"clpB","","Chaperone protein ClpB","6","6","1","1","3249","","","","2312","2609","2559","AR465_02687","M48_00966","NRS1_02369","P10_00832","R50_00892","V521_01010"
"group_677","","hypothetical protein","6","6","1","1","3254","","","","389","389","389","AR465_02692","M48_00961","NRS1_02374","P10_00827","R50_00887","V521_01005"
"spsB_1","","Signal peptidase IB","6","6","1","1","3259","","","","524","524","524","AR465_02697","M48_00956","NRS1_02379","P10_00822","R50_00882","V521_01000"
"yugI","","General stress protein 13","6","6","1","1","3268","","","","344","377","371","AR465_02706","M48_00947","NRS1_02388","P10_00813","R50_00873","V521_00991"
"group_680","","hypothetical protein","6","6","1","1","3295","","","","434","434","434","AR465_02733","M48_00920","NRS1_02415","P10_00786","R50_00846","V521_00964"
"group_681","","hypothetical protein","6","6","1","1","3300","","","","1319","1319","1319","AR465_02738","M48_00916","NRS1_02420","P10_00782","R50_00842","V521_00960"
"group_682","","hypothetical protein","6","6","1","1","3302","","","","848","851","848","AR465_02740","M48_00914","NRS1_02422","P10_00780","R50_00840","V521_00956"
"tlyC","","hypothetical protein","6","6","1","1","3304","","","","548","1040","958","AR465_02742","M48_00912","NRS1_02424","P10_00778","R50_00838","V521_00954"
"group_696","","hypothetical protein","6","6","1","1","331","","","","971","974","973","AR465_00652","M48_00145","NRS1_00670","P10_00097","R50_00100","V521_00188"
"group_734","","hypothetical protein","6","6","1","1","3788","","","","1013","1019","1014","AR465_01977","M48_01615","NRS1_01725","P10_01596","R50_01618","V521_01665"
"group_745","","Putative NAD(P)H nitroreductase","6","6","1","1","2218","","","","524","671","645","AR465_01007","M48_02770","NRS1_00315","P10_02502","R50_02446","V521_02809"
"bceB_2","","Bacitracin export permease protein BceB","6","6","1","1","2088","","","","2000","2006","2001","AR465_00906","M48_02894","NRS1_00415","P10_02602","R50_02544","V521_02929"
"group_1021","","Putative aldehyde dehydrogenase","5","5","1","1","1438","174","1","","1427","1427","1427","AR465_01465","","NRS1_02658","P10_02112","R50_02057","V521_02412"
"xerC_4","","Tyrosine recombinase XerC","5","5","1","1","1568","1","789","","1037","1037","1037","AR465_01568","M48_02104","NRS1_01316","P10_02005","","V521_02151"
"group_1043","","hypothetical protein","5","5","1","1","3343","1","247","","254","254","254","AR465_01624","M48_02042","NRS1_01372","P10_01957","","V521_02092"
"sak","","Staphylokinase","5","5","1","1","3345","1","245","","491","491","491","AR465_01626","M48_02040","NRS1_01374","P10_01955","","V521_02090"
"hlb_1","","Phospholipase C","5","5","1","1","3349","22","3","","200","200","200","AR465_01630","M48_02037","","P10_01952","R50_01956","V521_02087"
"group_1047","","hypothetical protein","5","5","1","1","3369","129","1","","401","401","401","AR465_01646","M48_02021","NRS1_01392","P10_01935","","V521_02071"
"group_105","","hypothetical protein","5","5","1","1","298","14","3","","335","776","687","AR465_00678","M48_00119","NRS1_00644","","R50_00074","V521_00162"
"lukEv","","Leucotoxin LukEv","5","5","1","1","3582","2","6","","935","935","935","AR465_01791","M48_01817","NRS1_01537","P10_01788","","V521_01868"
"lukDv","","Leucotoxin LukDv","5","5","1","1","3583","2","8","","983","983","983","AR465_01792","M48_01816","NRS1_01538","P10_01787","","V521_01867"
"splB","","Serine protease SplB","5","5","1","1","3589","2","28","","722","722","722","AR465_01798","M48_01805","NRS1_01544","P10_01776","","V521_01855"
"splC","","Serine protease SplC","5","5","1","1","3590","2","29","","719","719","719","AR465_01799","M48_01804","NRS1_01545","P10_01775","","V521_01854"
"splD","","Serine protease SplD","5","5","1","1","3591","2","31","","719","719","719","AR465_01800","M48_01803","NRS1_01546","P10_01774","","V521_01853"
"splF","","Serine protease SplF","5","5","1","1","3593","2","47","","719","719","719","AR465_01801","M48_01801","NRS1_01547","P10_01772","","V521_01851"
"group_1069","","hypothetical protein","5","5","1","1","3681","108","1","","1358","1358","1358","AR465_01868","M48_01726","NRS1_01615","P10_01698","","V521_01777"
"group_1086","","hypothetical protein","5","5","1","1","2891","3","14","","731","731","731","AR465_02340","M48_01318","NRS1_02022","","R50_01240","V521_01364"
"group_1087","","hypothetical protein","5","5","1","1","2895","3","17","","197","197","197","AR465_02343","M48_01315","NRS1_02026","","R50_01237","V521_01361"
"group_1090","","hypothetical protein","5","5","1","1","2906","3","7","","251","251","251","AR465_02348","M48_01303","NRS1_02031","","R50_01228","V521_01354"
"group_1091","","hypothetical protein","5","5","1","1","2907","3","4","","104","104","104","AR465_02349","M48_01302","NRS1_02032","","R50_01227","V521_01353"
"group_1092","","hypothetical protein","5","5","1","1","2909","3","2","","206","206","206","AR465_02351","M48_01300","NRS1_02034","","R50_01225","V521_01351"
"bsaA_1","","Glutathione peroxidase BsaA","5","5","1","1","2916","201","1","","476","476","476","AR465_02358","M48_01293","NRS1_02041","P10_01225","R50_01218",""
"group_1094","","hypothetical protein","5","5","1","1","3061","19","4","","146","146","146","AR465_02502","","NRS1_02184","P10_01082","R50_01075","V521_01198"
"hly","","Alpha-hemolysin","5","5","1","1","3062","19","3","","959","959","959","AR465_02503","","NRS1_02185","P10_01081","R50_01074","V521_01196"
"scn_2","","Staphylococcal complement inhibitor","5","5","1","1","3066","36","1","","350","350","350","AR465_02508","M48_01146","NRS1_02190","P10_01078","","V521_01193"
"group_1100","","hypothetical protein","5","5","1","1","3305","157","1","","314","314","314","AR465_02743","M48_00911","NRS1_02425","P10_00777","R50_00837",""
"group_128","","hypothetical protein","5","5","1","1","4016","4","8","","1172","1328","1295","AR465_00408","M48_00486","NRS1_00940","P10_00345","","V521_00524"
"group_1338","","hypothetical protein","5","5","1","1","2415","1","252","","152","152","152","","M48_02046","NRS1_01368","P10_02879","R50_01428","V521_02096"
"group_1339","","hypothetical protein","5","5","1","1","3515","112","1","","404","404","404","","M48_02054","NRS1_01360","P10_02818","R50_01436","V521_02104"
"lip2","","Lipase 2","5","5","1","1","501","1","816","","1307","2075","1767","AR465_00507","M48_00291","NRS1_00816","","R50_00239","V521_00333"
"group_173","","hypothetical protein","5","5","1","1","1222","1","1058","","1502","1910","1823","AR465_02757","M48_00348","","P10_01038","R50_00824","V521_00388"
"group_185","","hypothetical protein","5","5","1","1","3448","1","368","","569","569","569","","M48_00900","NRS1_01306","P10_02835","R50_00720","V521_00939"
"hsdR","","Type-1 restriction enzyme R protein","5","5","1","1","356","8","5","","1985","2789","2628","AR465_00630","M48_00170","NRS1_00692","P10_00119","R50_00122",""
"group_2433","","hypothetical protein","5","5","1","1","3427","1","632","","149","149","149","AR465_01601","M48_02066","","P10_01842","R50_01448","V521_02116"
"ybbH_1","","putative HTH-type transcriptional regulator YbbH","5","5","1","1","353","45","2","","215","878","745","AR465_00632","M48_00167","NRS1_00690","P10_00117","R50_00120",""
"group_290","","hypothetical protein","5","5","1","1","912","31","1","","1232","2105","1930","AR465_01146","M48_02633","","P10_02360","R50_02305","V521_02672"
"lacD","","Tagatose 1,6-diphosphate aldolase","5","5","1","1","1194","58","2","","947","980","973","","M48_02452","NRS1_02732","P10_02179","R50_02129","V521_02491"
"sasG_1","","Putative surface protein","5","5","1","1","2190","24","4","","566","3347","1942","AR465_01032","M48_02742","NRS1_00289","P10_02475","R50_02420",""
"hsdM","","Type I restriction enzyme EcoKI M protein","5","5","1","1","4033","9","6","","1556","1556","1556","AR465_00423","M48_00476","NRS1_00925","","R50_00333","V521_00515"
"group_321","","hypothetical protein","5","5","1","1","1570","1","787","","167","182","179","AR465_01570","M48_02102","NRS1_01318","P10_02003","","V521_02149"
"group_324","","hypothetical protein","5","5","1","1","821","1","773","","140","143","140","AR465_01577","M48_02093","NRS1_01326","P10_01996","","V521_02140"
"group_325","","hypothetical protein","5","5","1","1","813","1","775","","320","323","320","AR465_01582","M48_02091","NRS1_01328","P10_01991","","V521_02138"
"group_35","","hypothetical protein","5","5","1","1","1283","1","951","","248","254","250","AR465_02785","M48_01946","NRS1_02469","","R50_00796","V521_01995"
"group_352","","hypothetical protein","5","5","1","1","2910","3","1","","212","212","212","AR465_02352","M48_01299","NRS1_02035","","R50_01224","V521_01350"
"dprA","","hypothetical protein","5","5","1","1","2973","39","2","","536","872","804","AR465_02413","M48_01238","NRS1_02096","P10_01170","R50_01163",""
"leuA_1","","2-isopropylmalate synthase","5","5","1","1","3247","48","2","","878","1145","1091","AR465_02685","M48_00968","NRS1_02367","P10_00834","R50_00895",""
"group_3737","","hypothetical protein","5","5","1","1","1318","1","854","","260","260","260","AR465_00005","M48_00305","NRS1_02484","P10_01867","","V521_00347"
"group_3891","","hypothetical protein","5","5","1","1","3494","1","324","","209","209","209","","M48_00888","NRS1_02555","P10_00717","R50_00708","V521_00927"
"group_4033","","hypothetical protein","5","5","1","1","1271","1","982","","386","389","388","AR465_01361","M48_01942","NRS1_02463","","R50_00801","V521_01991"
"group_41","","hypothetical protein","5","5","1","1","3927","1","671","","185","2162","901","AR465_02176","M48_01483","","P10_01395","R50_01418","V521_01531"
"group_42","","hypothetical protein","5","5","1","1","3922","1","678","","431","2162","1728","AR465_02110","","NRS1_01858","P10_01465","R50_01486","V521_01532"
"group_420","","hypothetical protein","5","5","1","1","1320","1","846","","218","221","220","AR465_00007","M48_01963","NRS1_02487","","R50_00777","V521_02013"
"sdrE","","Serine-aspartate repeat-containing protein E","5","5","1","1","1913","63","1","","3413","3491","3440","AR465_00274","M48_00618","NRS1_01071","","R50_00480","V521_00656"
"group_451","","hypothetical protein","5","5","1","1","4032","9","12","","1151","1211","1199","AR465_00422","M48_00477","NRS1_00926","P10_00332","","V521_00516"
"group_456","","hypothetical protein","5","5","1","1","3952","1","515","","506","536","530","AR465_00438","M48_00460","NRS1_00911","P10_00314","","V521_00499"
"norB_2","","Quinolone resistance protein NorB","5","5","1","1","437","196","1","","1376","1376","1376","AR465_00552","","NRS1_00771","P10_00192","R50_00195","V521_00282"
"mecR1","","beta-lactam sensor/signal transducer MecR1","5","5","1","1","2594","1","170","","986","1757","1602","AR465_00777","M48_00034","NRS1_00546","P10_02728","","V521_00075"
"sirC","","Precorrin-2 dehydrogenase","5","5","1","1","2091","110","1","","605","608","606","AR465_00910","M48_02890","NRS1_00411","P10_02599","","V521_02925"
"group_558","","hypothetical protein","5","5","1","1","2188","57","2","","170","170","170","AR465_01034","M48_02739","NRS1_00287","P10_02473","","V521_02780"
"group_561","","putative protein","5","5","1","1","2181","5","13","","776","776","776","AR465_01040","M48_02733","NRS1_00280","P10_02467","","V521_02774"
"group_562","","putative protein","5","5","1","1","2180","5","7","","794","794","794","AR465_01046","M48_02732","NRS1_00274","P10_02461","","V521_02773"
"bacC","","Dihydroanticapsin 7-dehydrogenase","5","5","1","1","2158","18","4","","719","818","758","AR465_01056","M48_02724","NRS1_00264","P10_02452","","V521_02765"
"group_575","map_1","65 kDa membrane protein","5","5","1","1","1180","151","2","","425","425","425","AR465_01315","","NRS1_00004","P10_02192","R50_02142","V521_02504"
